INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (1, 6, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-12-30', 18);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (140, 2, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-01-06', 6);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (141, 2, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-06-01', 25);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (142, 4, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-12-31', 10);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (143, 4, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-12-01', 18);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (144, 1, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-09-22', 12);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (145, 7, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-01-24', 9);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (146, 2, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-01-09', 28);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (147, 10, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-09-15', 10);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (148, 10, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-07-07', 23);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (149, 6, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-01-27', 24);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (150, 3, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-12-25', 5);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (151, 8, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-10-26', 18);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (152, 4, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-09-02', 25);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (153, 7, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-11-07', 30);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (154, 1, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-10-05', 17);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (155, 5, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-10-20', 10);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (156, 8, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-06-05', 15);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (157, 8, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-09-16', 6);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (158, 9, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-03-01', 9);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (159, 6, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-04-05', 22);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (160, 10, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-07-10', 20);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (161, 4, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-08-01', 30);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (162, 9, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-02-18', 16);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (163, 10, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-10-30', 5);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (164, 5, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-01-30', 25);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (165, 5, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-07-23', 22);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (166, 1, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-04-05', 29);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (167, 1, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-02-03', 15);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (168, 10, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-10-11', 15);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (169, 10, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-05-29', 14);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (170, 5, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-12-16', 22);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (171, 10, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-07-22', 28);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (172, 6, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-08-18', 8);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (173, 3, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-05-22', 9);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (174, 6, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-06-20', 17);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (175, 4, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-09-24', 23);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (176, 2, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-04-24', 24);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (177, 5, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-06-04', 14);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (178, 3, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-01-19', 9);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (179, 2, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-04-22', 16);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (180, 10, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-10-07', 21);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (181, 5, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-01-02', 24);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (182, 5, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-06-23', 6);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (183, 6, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-11-19', 5);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (184, 2, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-12-11', 19);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (185, 1, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-10-30', 30);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (186, 6, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-03-14', 14);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (187, 5, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-08-07', 28);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (188, 4, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-03-03', 11);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (189, 9, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-04-07', 8);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (190, 4, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-01-24', 13);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (191, 10, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-09-17', 24);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (192, 1, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-03-15', 21);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (193, 7, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-05-04', 12);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (194, 10, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-11-02', 25);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (195, 4, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-11-05', 19);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (196, 6, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-11-24', 19);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (197, 6, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-08-25', 22);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (198, 10, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-10-10', 25);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (199, 4, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-11-10', 13);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (200, 1, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-07-27', 28);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (201, 7, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-06-10', 25);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (202, 10, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-04-10', 22);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (203, 8, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-11-18', 16);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (204, 5, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-06-16', 15);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (205, 3, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-06-10', 12);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (206, 7, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-04-21', 19);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (207, 4, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-08-06', 9);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (208, 10, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-03-31', 15);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (209, 6, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-05-13', 10);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (210, 7, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-02-22', 17);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (211, 10, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-09-30', 28);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (212, 8, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-04-16', 22);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (213, 8, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-12-31', 23);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (214, 10, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-02-08', 24);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (215, 5, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-12-18', 19);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (216, 6, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-11-20', 18);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (217, 2, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-02-24', 16);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (218, 2, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-08-19', 21);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (219, 8, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-12-16', 16);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (220, 7, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-06-10', 12);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (221, 2, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-05-26', 13);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (222, 7, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-11-12', 29);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (223, 1, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-12-12', 6);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (224, 1, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-06-08', 24);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (225, 3, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-09-24', 15);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (226, 9, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-06-02', 7);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (227, 8, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-10-22', 26);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (228, 6, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-11-01', 25);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (229, 8, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-06-30', 7);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (230, 10, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-02-09', 7);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (231, 7, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-12-21', 10);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (232, 1, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-09-27', 17);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (233, 10, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-06-22', 29);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (234, 1, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-01-08', 19);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (235, 2, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-11-17', 11);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (236, 1, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-06-24', 19);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (237, 8, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-11-26', 22);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (238, 7, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-03-23', 30);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (239, 3, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-06-27', 26);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (240, 3, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-03-25', 16);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (241, 10, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-05-22', 28);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (242, 6, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-01-07', 20);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (243, 3, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-07-03', 27);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (244, 1, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-11-16', 5);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (245, 2, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-05-07', 23);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (246, 9, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-11-18', 19);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (247, 10, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-05-10', 25);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (248, 9, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-03-24', 20);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (249, 6, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-12-02', 9);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (250, 7, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-02-27', 16);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (251, 8, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-11-03', 17);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (252, 9, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-11-08', 6);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (253, 7, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-08-28', 7);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (254, 10, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-08-10', 15);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (255, 4, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-10-13', 7);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (256, 6, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-02-26', 7);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (257, 4, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-07-09', 6);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (258, 9, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-07-17', 25);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (259, 8, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-09-06', 12);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (260, 3, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-04-02', 26);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (261, 8, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-07-09', 6);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (262, 2, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-06-15', 5);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (263, 1, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-12-09', 5);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (264, 8, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-08-02', 9);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (265, 5, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-12-05', 25);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (266, 10, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-11-22', 30);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (267, 3, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-11-24', 10);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (268, 6, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-09-10', 27);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (269, 6, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-03-29', 6);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (270, 6, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-01-25', 10);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (271, 4, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-05-25', 25);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (272, 9, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-04-09', 19);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (273, 9, 'noche12h', '19:00:00.000000', '07:00:00.000000', '2023-06-29', 8);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (274, 6, 'noche8h', '22:00:00.000000', '06:00:00.000000', '2023-07-02', 14);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (275, 2, 'tarde8h', '14:00:00.000000', '22:00:00.000000', '2023-07-27', 20);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (276, 10, 'dia12h', '07:00:00.000000', '19:00:00.000000', '2023-07-17', 26);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (277, 8, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-11-25', 14);
INSERT INTO public.turnos(turno_id, medico_id, nombre, hora_inicio, hora_final, fecha, n_pacientes) VALUES (278, 9, 'mañana8h', '06:00:00.000000', '14:00:00.000000', '2023-07-02', 6);
